ID,W,H
4139,373,213
4140,333,109
4141,391,489
4142,293,435
4143,233,119
4144,285,401
4145,299,157
4146,355,399
4147,239,207
4148,235,95
4149,487,119
4150,297,153
4151,155,439
4152,487,227
4153,397,315
4154,229,349
4155,79,245
4156,127,413
4157,417,333
4158,461,133
4159,161,79
4160,441,231
4161,209,449
4162,193,349
4163,107,459
4164,493,181
4165,431,437
4166,331,321
4167,473,121
4168,149,251
4169,311,159
4170,125,481
4171,421,443
4172,359,221
4173,189,363
4174,241,125
4175,103,169
4176,103,179
4177,253,135
4178,381,419
4179,239,385
4180,459,119
4181,229,191
4182,463,295
4183,231,255
4184,169,91
4185,353,359
4186,85,393
4187,389,117
4188,375,197
4189,419,147
4190,411,323
4191,71,369
4192,353,423
4193,383,77
4194,347,431
4195,175,371
4196,417,229
4197,115,485
4198,141,157
4199,73,61
4200,275,261
4201,223,227
4202,283,451
4203,279,171
4204,381,315
4205,245,163
4206,473,73
4207,227,449
4208,299,247
4209,477,219
4210,135,85
4211,129,187
4212,229,497
4213,297,121
4214,393,163
4215,143,483
4216,485,391
4217,415,335
4218,497,443
4219,399,167
4220,303,115
4221,213,291
4222,281,251
4223,471,263
4224,125,133
4225,423,361
4226,421,429
4227,445,145
4228,65,463
4229,135,395
4230,447,313
4231,117,87
4232,427,413
4233,471,173
4234,441,249
4235,333,281
4236,145,215
4237,127,95
4238,455,493
4239,293,375
4240,381,493
4241,205,269
4242,73,77
4243,397,261
4244,355,405
4245,187,471
4246,301,97
4247,61,193
4248,401,443
4249,247,371
4250,165,251
4251,181,439
4252,453,333
4253,157,453
4254,343,231
4255,197,431
4256,373,239
4257,71,69
4258,111,121
4259,377,383
4260,77,251
4261,363,169
4262,467,221
4263,109,67
4264,401,79
4265,371,457
4266,267,461
4267,109,133
4268,423,337
4269,361,419
4270,101,257
4271,375,277
4272,209,483
4273,351,305
4274,327,381
4275,367,195
4276,113,251
4277,249,189
4278,167,473
4279,499,289
4280,205,229
4281,95,287
4282,385,279
4283,459,125
4284,63,189
4285,289,335
4286,155,305
4287,313,333
4288,113,145
4289,353,325
4290,179,227
4291,307,161
4292,375,205
4293,235,387
4294,227,301
4295,457,103
4296,429,385
4297,219,461
4298,293,129
4299,173,149
4300,345,173
4301,217,399
4302,435,201
4303,483,125
4304,147,81
4305,249,99
4306,241,139
4307,115,181
4308,75,159
4309,491,189
4310,429,119
4311,421,285
4312,165,141
4313,291,447
4314,199,389
4315,149,243
4316,259,329
4317,105,441
4318,467,133
4319,133,383
4320,129,447
4321,247,243
4322,461,131
4323,121,247
4324,361,341
4325,485,183
4326,289,389
4327,275,491
4328,177,217
4329,283,329
4330,173,205
4331,203,305
4332,337,177
4333,393,479
4334,161,83
4335,265,185
4336,473,285
4337,71,267
4338,237,403
4339,343,285
4340,297,453
4341,369,107
4342,215,449
4343,299,481
4344,307,231
4345,107,313
4346,267,141
4347,255,365
4348,79,387
4349,383,159
4350,139,491
4351,197,369
4352,227,365
4353,261,315
4354,265,457
4355,201,113
4356,151,421
4357,217,145
4358,173,393
4359,249,307
4360,397,135
4361,287,323
4362,197,161
4363,173,241
4364,137,231
4365,73,323
4366,497,417
4367,283,183
4368,413,361
4369,373,353
4370,365,73
4371,107,223
4372,163,363
4373,321,205
4374,205,439
4375,197,367
4376,257,287
4377,495,221
4378,199,131
4379,463,231
4380,253,421
4381,223,75
4382,435,247
4383,313,381
4384,257,247
4385,395,201
4386,113,315
4387,253,207
4388,245,409
4389,321,91
4390,329,357
4391,403,169
4392,83,69
4393,87,265
4394,215,285
4395,429,335
4396,175,443
4397,61,183
4398,95,199
4399,385,307
4400,285,193
4401,211,123
4402,439,187
4403,381,351
4404,389,351
4405,451,315
4406,65,303
4407,303,469
4408,425,317
4409,429,79
4410,113,183
4411,265,121
4412,125,253
4413,399,137
4414,295,345
4415,273,229
4416,119,415
4417,357,123
4418,203,233
4419,159,291
4420,313,225
4421,465,473
4422,79,205
4423,337,295
4424,93,225
4425,85,69
4426,379,121
4427,175,321
4428,209,165
4429,283,79
4430,329,175
4431,371,383
4432,169,295
4433,73,453
4434,421,101
4435,295,333
4436,487,471
4437,427,223
4438,259,267
4439,89,255
4440,217,225
4441,223,225
4442,93,265
4443,103,149
4444,311,111
4445,123,383
4446,143,487
4447,359,335
4448,279,499
4449,253,179
4450,317,259
4451,261,413
4452,339,495
4453,225,349
4454,429,381
4455,173,265
4456,349,71
4457,447,77
4458,409,261
4459,113,369
4460,123,209
4461,247,137
4462,71,241
4463,223,355
4464,191,171
4465,373,157
4466,97,155
4467,129,379
4468,353,453
4469,155,335
4470,285,313
4471,61,203
4472,73,471
4473,205,199
4474,325,87
4475,281,485
4476,113,83
4477,469,143
4478,435,215
4479,207,453
4480,291,335
4481,381,287
4482,117,455
4483,309,473
4484,201,347
4485,179,469
4486,109,323
4487,313,101
4488,199,117
4489,203,211
4490,309,475
4491,117,453
4492,435,271
4493,283,303
4494,383,183
4495,67,101
4496,193,365
4497,325,73
4498,249,375
4499,155,331
4500,283,273
4501,179,199
4502,465,89
4503,249,127
4504,429,219
4505,309,219
4506,435,385
4507,405,329
4508,267,301
4509,209,335
4510,321,173
4511,245,111
4512,417,441
4513,303,379
4514,423,377
4515,463,149
4516,423,163
4517,493,153
4518,447,165
4519,295,241
4520,173,401
4521,315,225
4522,231,447
4523,421,433
4524,447,361
4525,271,345
4526,207,145
4527,307,263
4528,355,293
4529,291,395
4530,197,299
4531,421,115
4532,393,411
4533,101,401
4534,107,319
4535,499,401
4536,131,467
4537,455,323
4538,229,183
4539,173,389
4540,107,471
4541,335,427
4542,481,257
4543,69,135
4544,301,187
4545,185,381
4546,205,457
4547,273,89
4548,109,287
4549,443,473
4550,415,301
4551,381,97
4552,235,295
4553,367,389
4554,309,301
4555,149,123
4556,177,279
4557,261,271
4558,211,467
4559,493,301
4560,369,163
4561,285,185
4562,261,305
4563,493,97
4564,143,415
4565,347,213
4566,255,123
4567,129,269
4568,353,137
4569,481,249
4570,195,161
4571,311,123
4572,247,411
4573,425,471
4574,471,439
4575,493,367
4576,323,77
4577,129,241
4578,129,279
4579,209,441
4580,215,469
4581,137,303
4582,61,357
4583,429,111
4584,487,319
4585,201,429
4586,371,319
4587,97,367
4588,189,373
4589,429,267
4590,243,203
4591,159,429
4592,279,199
4593,213,311
4594,253,233
4595,241,189
4596,401,175
4597,499,463
4598,389,369
4599,85,295
4600,213,135
4601,137,339
4602,453,297
4603,245,409
4604,149,271
4605,73,491
4606,379,193
4607,369,77
4608,441,459
4609,83,155
4610,105,79
4611,411,413
4612,415,487
4613,115,363
4614,349,185
4615,233,215
4616,223,413
4617,405,423
4618,279,357
4619,363,189
4620,345,389
4621,87,97
4622,113,69
4623,397,175
4624,427,73
4625,199,277
4626,67,295
4627,433,459
4628,423,105
4629,143,191
4630,113,489
4631,381,191
4632,181,205
4633,143,309
4634,195,277
4635,323,121
4636,339,131
4637,397,435
4638,435,309
4639,405,225
4640,321,375
4641,101,375
4642,273,149
4643,415,85
4644,61,145
4645,403,281
4646,373,201
4647,213,269
4648,429,215
4649,297,141
4650,345,343
4651,129,159
4652,205,361
4653,307,423
4654,109,225
4655,203,271
4656,147,479
4657,459,241
4658,421,483
4659,147,191
4660,217,461
4661,453,71
4662,317,295
4663,311,99
4664,349,421
4665,333,163
4666,133,399
4667,319,335
4668,69,157
4669,359,411
4670,263,353
4671,411,167
4672,391,285
4673,309,203
4674,281,135
4675,161,133
4676,291,263
4677,81,245
4678,157,253
4679,237,219
4680,431,403
4681,397,139
4682,225,491
4683,285,431
4684,379,485
4685,293,203
4686,407,479
4687,173,185
4688,221,205
4689,395,397
4690,375,375
4691,105,431
4692,283,379
4693,363,323
4694,63,61
4695,221,97
4696,483,219
4697,139,123
4698,437,191
4699,231,493
4700,363,171
4701,239,425
4702,395,439
4703,397,349
4704,293,157
4705,273,439
4706,159,349
4707,183,465
4708,109,255
4709,343,151
4710,317,71
4711,171,139
4712,121,429
4713,337,487
4714,415,495
4715,331,423
4716,189,139
4717,87,273
4718,215,293
4719,317,147
4720,213,111
4721,397,313
4722,255,331
4723,249,249
4724,159,207
4725,351,111
4726,473,193
4727,63,361
4728,311,181
4729,297,131
4730,335,183
4731,309,261
4732,457,81
4733,239,89
4734,165,145
4735,199,485
4736,161,73
4737,171,471
4738,145,271
4739,291,481
4740,281,123
4741,305,367
4742,475,219
4743,409,125
4744,169,425
4745,185,97
4746,79,265
4747,215,369
4748,289,371
4749,71,301
4750,331,409
4751,201,101
4752,365,103
4753,223,103
4754,453,223
4755,167,289
4756,323,321
4757,477,497
4758,391,419
4759,453,433
4760,245,279
4761,347,363
4762,63,411
4763,425,281
4764,141,187
4765,391,205
4766,149,333
4767,455,77
4768,387,421
4769,331,93
4770,411,353
4771,265,365
4772,171,233
4773,393,255
4774,493,269
4775,499,203
4776,395,495
4777,281,349
4778,303,81
4779,367,143
4780,289,193
4781,327,223
4782,139,119
4783,311,407
4784,111,79
4785,431,87
4786,419,161
4787,383,407
4788,435,443
4789,423,285
4790,189,63
4791,411,419
4792,283,101
4793,391,289
4794,239,127
4795,493,379
4796,393,343
4797,399,79
4798,61,271
4799,405,125
4800,223,225
4801,301,85
4802,485,321
4803,207,145
4804,121,83
4805,389,425
4806,339,333
4807,391,79
4808,181,115
4809,349,301
4810,215,163
4811,229,355
4812,473,357
4813,343,85
4814,315,69
4815,375,299
4816,491,371
4817,125,445
4818,277,187
4819,193,287
4820,361,141
4821,419,141
4822,139,329
4823,385,233
4824,317,61
4825,433,497
4826,461,465
4827,439,469
4828,159,293
4829,225,461
4830,223,257
4831,235,331
4832,289,211
4833,179,185
4834,443,185
4835,231,385
4836,497,173
4837,391,67
4838,67,103
4839,171,373
4840,291,153
4841,327,463
4842,95,381
4843,499,409
4844,267,351
4845,185,141
4846,297,277
4847,465,231
4848,465,87
4849,471,147
4850,425,489
4851,321,237
4852,319,409
4853,269,495
4854,387,325
4855,123,421
4856,159,275
4857,93,121
4858,161,419
4859,205,395
4860,269,407
4861,359,293
4862,427,311
4863,115,385
4864,349,363
4865,345,253
4866,191,261
4867,145,111
4868,489,341
4869,439,83
4870,381,97
4871,255,305
4872,493,277
4873,229,325
4874,115,407
4875,129,147
4876,277,497
4877,141,453
4878,189,265
4879,73,243
4880,301,169
4881,329,369
4882,315,227
4883,495,91
4884,75,439
4885,271,373
4886,457,399
4887,121,287
4888,151,433
4889,307,273
4890,273,385
4891,279,495
4892,321,61
4893,431,91
4894,137,237
4895,409,273
4896,279,427
4897,299,481
4898,105,401
4899,259,441
4900,87,357
4901,283,311
4902,135,357
4903,233,145
4904,329,147
4905,225,251
4906,413,387
4907,97,93
4908,163,391
4909,89,189
4910,439,465
4911,143,403
4912,77,147
4913,211,259
4914,237,121
4915,269,447
4916,177,363
4917,353,443
4918,93,141
4919,133,277
4920,331,231
4921,423,285
4922,113,331
4923,81,465
4924,281,331
4925,145,117
4926,359,147
4927,103,495
4928,199,111
4929,335,365
4930,189,487
4931,203,489
4932,451,259
4933,385,153
4934,175,357
4935,73,291
4936,217,209
4937,139,169
4938,423,145
4939,477,93
4940,165,385
4941,391,407
4942,195,345
4943,215,333
4944,321,135
4945,401,349
4946,261,481
4947,413,433
4948,437,477
4949,129,247
4950,447,449
4951,325,401
4952,423,187
4953,137,375
4954,437,87
4955,189,141
4956,455,85
4957,155,155
4958,383,471
4959,83,119
4960,473,169
4961,153,263
4962,329,343
4963,243,97
4964,235,227
4965,157,425
4966,171,379
4967,333,403
4968,245,371
4969,159,329
4970,485,425
4971,115,233
4972,79,403
4973,309,181
4974,79,123
4975,329,141
4976,325,85
4977,211,255
4978,205,259
4979,325,103
4980,297,121
4981,97,227
4982,203,289
4983,245,475
4984,217,477
4985,125,409
4986,225,417
4987,449,159
4988,389,83
4989,235,255
4990,233,395
4991,287,491
4992,459,141
4993,171,195
4994,265,263
4995,83,109
4996,121,481
4997,477,303
4998,201,473
4999,455,381
5000,115,419
5001,351,121
5002,305,283
5003,189,113
5004,357,211
5005,181,117
5006,451,371
5007,185,81
5008,153,229
5009,395,65
5010,237,445
5011,447,441
5012,239,161
5013,143,465
5014,143,75
5015,327,111
5016,385,107
5017,433,113
5018,179,347
5019,317,405
5020,249,127
5021,309,407
5022,397,69
5023,355,409
5024,123,91
5025,389,227
5026,191,89
5027,425,241
5028,413,151
5029,269,103
5030,137,133
5031,195,361
5032,111,167
5033,451,397
5034,239,117
5035,95,407
5036,325,105
5037,189,463
5038,413,383
5039,233,127
5040,345,411
5041,331,497
5042,71,145
5043,173,271
5044,127,355
5045,263,345
5046,383,381
5047,453,125
5048,285,95
5049,483,109
5050,83,389
5051,101,187
5052,173,403
5053,347,435
5054,291,195
5055,453,129
5056,91,417
5057,235,207
5058,463,135
5059,359,475
5060,383,137
5061,425,359
5062,247,355
5063,339,355
5064,469,465
5065,113,75
5066,477,155
5067,301,155
5068,71,67
5069,475,65
5070,89,133
5071,187,237
5072,361,403
5073,303,95
5074,439,457
5075,473,287
5076,495,321
5077,167,441
5078,283,437
5079,465,137
5080,211,123
5081,489,353
5082,255,407
5083,455,187
5084,321,283
5085,273,307
5086,347,367
5087,97,497
5088,499,447
5089,245,279
5090,379,449
5091,251,159
5092,267,233
5093,375,487
5094,419,489
5095,143,67
5096,361,281
5097,93,85
5098,245,183
5099,229,457
5100,345,259
5101,403,165
5102,75,215
5103,363,371
5104,377,93
5105,65,467
5106,179,419
5107,267,351
5108,81,63
5109,475,435
5110,323,143
5111,217,183
5112,111,483
5113,497,467
5114,183,101
5115,403,203
5116,91,83
5117,135,457
5118,159,219
5119,413,173
5120,171,395
5121,493,67
5122,179,435
5123,95,223
5124,63,443
5125,227,349
5126,325,195
5127,203,201
5128,225,261
5129,191,257
5130,113,373
5131,353,217
5132,153,317
5133,81,269
5134,251,321
5135,137,87
5136,81,315
5137,259,451
5138,353,287
5139,233,459
5140,259,469
5141,251,137
5142,463,99
5143,387,175
5144,69,321
5145,211,397
5146,231,113
5147,291,287
5148,85,313
5149,105,247
5150,107,431
5151,337,391
5152,141,479
5153,165,487
5154,257,471
5155,363,313
5156,479,225
5157,153,93
5158,431,319
5159,85,471
5160,265,175
5161,353,489
5162,449,395
5163,477,385
5164,449,119
5165,309,217
5166,235,299
5167,225,185
5168,195,457
5169,377,315
5170,61,193
5171,447,165
5172,247,389
5173,181,191
5174,473,133
5175,469,77
5176,357,481
5177,433,73
5178,181,419
5179,121,179
5180,331,447
5181,391,171
5182,391,399
5183,487,299
5184,315,131
5185,383,433
5186,245,441
5187,419,383
5188,419,381
5189,333,255
5190,213,393
5191,305,135
5192,445,451
5193,175,413
5194,277,245
5195,141,203
5196,339,473
5197,161,445
5198,471,179
5199,131,495
5200,185,219
5201,205,153
5202,155,277
5203,103,375
5204,285,289
5205,441,289
5206,469,333
5207,179,211
5208,393,205
5209,191,407
5210,205,221
5211,335,231
5212,207,127
5213,201,447
5214,455,349
5215,75,489
5216,311,173
5217,161,363
5218,281,395
5219,131,95
5220,253,129
5221,377,399
5222,367,85
5223,219,451
5224,479,399
5225,343,279
5226,307,187
5227,439,167
5228,279,269
5229,117,179
5230,115,445
5231,99,201
5232,113,337
5233,491,435
5234,83,309
5235,271,223
5236,61,347
5237,111,229
5238,309,389
5239,433,277
5240,355,101
5241,71,237
5242,169,203
5243,471,77
5244,349,159
5245,371,347
5246,149,101
5247,173,155
5248,157,403
5249,71,89
5250,257,233
5251,309,331
5252,109,165
5253,241,319
5254,369,189
5255,379,127
5256,183,87
5257,215,471
5258,105,341
5259,461,125
5260,85,377
5261,113,261
5262,117,287
5263,357,277
5264,163,437
5265,123,453
5266,153,131
5267,441,323
5268,431,259
5269,305,257
5270,75,329
5271,349,119
5272,281,187
5273,241,391
5274,401,163
5275,239,233
5276,399,209
5277,259,117
5278,63,305
5279,357,391
5280,423,477
5281,223,489
5282,129,241
5283,115,123
5284,201,247
5285,223,99
5286,93,453
5287,471,179
5288,245,317
5289,359,317
5290,279,147
5291,193,443
5292,435,207
5293,119,197
5294,209,153
5295,473,137
5296,277,251
5297,457,357
5298,247,329
5299,123,425
5300,171,385
5301,65,325
5302,251,235
5303,293,175
5304,119,211
5305,189,359
5306,177,217
5307,135,227
5308,307,435
5309,273,79
5310,315,337
5311,431,497
5312,465,111
5313,483,257
5314,107,401
5315,439,431
5316,301,69
5317,267,213
5318,473,249
5319,411,163
5320,327,339
5321,135,219
5322,265,161
5323,113,261
5324,75,123
5325,205,135
5326,261,315
5327,333,479
5328,143,303
5329,393,93
5330,183,457
5331,357,263
5332,465,401
5333,145,483
5334,79,179
5335,111,361
5336,283,467
5337,253,183
5338,271,307
5339,299,443
5340,87,397
5341,429,217
5342,197,445
5343,147,455
5344,179,453
5345,143,397
5346,487,131
5347,265,193
5348,273,471
5349,253,431
5350,69,375
5351,83,113
5352,61,77
5353,195,267
5354,281,191
5355,179,497
5356,383,469
5357,401,285
5358,413,415
5359,201,213
5360,483,185
5361,415,107
5362,231,237
5363,487,333
5364,429,451
5365,393,219
5366,71,465
5367,183,499
5368,201,345
5369,405,161
5370,311,467
5371,371,143
5372,353,493
5373,121,487
5374,99,381
5375,281,257
5376,161,319
5377,109,63
5378,223,105
5379,285,147
5380,323,245
5381,115,165
5382,127,319
5383,279,157
5384,409,493
5385,349,265
5386,177,107
5387,451,471
5388,65,455
5389,151,283
5390,385,433
5391,159,463
5392,97,329
5393,373,389
5394,439,79
5395,447,273
5396,111,353
5397,333,197
5398,363,87
5399,223,177
5400,459,467
5401,481,241
5402,421,79
5403,331,195
5404,87,471
5405,483,105
5406,433,419
5407,479,339
5408,61,329
5409,303,329
5410,65,259
5411,449,305
5412,337,243
5413,219,83
5414,415,177
5415,267,309
5416,399,359
5417,367,371
5418,385,177
5419,295,407
5420,63,203
5421,125,115
5422,259,333
5423,119,329
5424,355,293
5425,183,441
5426,307,233
5427,257,105
5428,269,131
5429,81,179
5430,377,307
5431,213,475
5432,187,479
5433,197,393
5434,487,463
5435,303,113
5436,261,143
5437,113,479
5438,339,131
5439,299,69
5440,137,411
5441,359,401
5442,273,203
5443,111,109
5444,277,323
5445,359,361
5446,159,105
5447,435,233
5448,293,285
5449,159,75
5450,325,411
5451,359,181
5452,75,371
5453,117,113
5454,415,227
5455,325,403
5456,171,315
5457,125,137
5458,159,77
5459,467,257
5460,113,409
5461,455,291
5462,117,455
5463,167,225
5464,467,381
5465,311,355
5466,165,139
5467,119,163
5468,341,237
5469,231,461
5470,383,163
5471,375,283
5472,263,463
5473,231,267
5474,301,183
5475,177,95
5476,97,127
5477,143,103
5478,137,213
5479,199,257
5480,221,131
5481,399,213
5482,473,301
5483,335,121
5484,415,315
5485,63,323
5486,489,233
5487,493,85
5488,69,441
5489,375,395
5490,283,157
5491,485,397
5492,301,463
5493,275,455
5494,153,205
5495,263,191
5496,151,141
5497,499,369
5498,223,151
5499,141,271
5500,103,335
5501,413,129
5502,277,249
5503,79,141
5504,279,491
5505,259,91
5506,293,107
5507,227,267
5508,395,249
5509,85,131
5510,155,175
5511,303,141
5512,395,443
5513,387,437
5514,161,491
5515,285,203
5516,359,119
5517,381,487
5518,367,445
5519,493,217
5520,353,303
5521,177,361
5522,371,81
5523,375,251
5524,97,455
5525,199,407
5526,129,199
5527,115,403
5528,281,337
5529,127,167
5530,403,389
5531,89,469
5532,499,343
5533,187,201
5534,307,425
5535,403,253
5536,285,489
5537,197,165
5538,393,181
5539,457,67
5540,247,97
5541,65,477
5542,285,459
5543,351,143
5544,103,77
5545,345,157
5546,397,311
5547,377,157
5548,107,201
5549,179,177
5550,441,469
5551,413,177
5552,347,89
5553,339,429
5554,375,127
5555,169,325
5556,239,409
5557,305,461
5558,77,341
5559,407,169
5560,497,117
5561,351,213
5562,279,467
5563,79,387
5564,141,183
5565,87,251
5566,151,75
5567,105,215
5568,347,143
5569,439,269
5570,131,239
5571,461,407
5572,275,131
5573,497,409
5574,113,453
5575,83,127
5576,293,69
5577,101,79
5578,193,483
5579,401,465
5580,243,229
5581,149,99
5582,381,289
5583,447,173
5584,487,423
5585,491,319
5586,113,71
5587,427,405
5588,143,371
5589,333,109
5590,435,169
5591,179,281
5592,359,251
5593,449,493
5594,339,381
5595,99,163
5596,109,385
5597,91,445
5598,449,255
5599,459,229
5600,429,223
5601,191,183
5602,289,121
5603,227,83
5604,297,231
5605,211,149
5606,363,101
5607,259,385
5608,61,225
5609,447,337
5610,91,293
5611,319,399
5612,407,385
5613,245,221
5614,157,469
5615,345,155
5616,239,425
5617,69,401
5618,131,115
5619,403,209
5620,297,421
5621,443,223
5622,415,215
5623,449,463
5624,283,469
5625,93,101
5626,111,71
5627,343,249
5628,365,161
5629,363,339
5630,83,245
5631,473,243
5632,469,397
5633,215,195
5634,61,83
5635,237,437
5636,371,473
5637,121,395
5638,305,351
5639,151,125
5640,427,83
5641,123,429
5642,305,65
5643,331,439
5644,411,141
5645,465,335
5646,261,139
5647,295,417
5648,61,421
5649,137,103
5650,179,349
5651,361,387
5652,103,281
5653,273,361
5654,79,217
5655,253,117
5656,207,153
5657,465,339
5658,141,437
5659,355,101
5660,367,153
5661,337,141
5662,187,433
5663,253,283
5664,397,345
5665,269,387
5666,177,161
5667,163,363
5668,299,125
5669,231,275
5670,411,417
5671,497,113
5672,465,197
5673,271,273
5674,363,293
5675,65,129
5676,271,109
5677,443,81
5678,81,209
5679,465,93
5680,339,447
5681,83,303
5682,339,475
5683,173,307
5684,127,381
5685,159,113
5686,485,137
5687,209,383
5688,149,311
5689,469,481
5690,105,127
5691,379,95
5692,339,337
5693,61,483
5694,425,433
5695,247,119
5696,183,267
5697,279,377
5698,193,107
5699,475,155
5700,437,245
5701,69,297
5702,239,267
5703,305,381
5704,131,473
5705,495,359
5706,301,287
5707,143,141
5708,257,481
5709,301,499
5710,317,77
5711,317,283
5712,463,247
5713,345,395
5714,479,299
5715,163,423
5716,443,433
5717,335,141
5718,131,445
5719,415,415
5720,125,189
5721,261,251
5722,423,455
5723,133,265
5724,155,187
5725,487,331
5726,475,281
5727,241,113
5728,65,233
5729,281,151
5730,65,231
5731,479,291
5732,389,281
5733,397,285
5734,441,109
5735,255,403
5736,433,225
5737,445,103
5738,353,347
5739,395,101
5740,181,415
5741,357,425
5742,479,95
5743,229,449
5744,377,391
5745,443,149
5746,247,133
5747,457,109
5748,267,393
5749,87,367
5750,145,417
5751,433,279
5752,483,413
5753,471,471
5754,359,161
5755,199,377
5756,289,409
5757,287,293
5758,245,349
5759,125,233
5760,485,151
5761,311,343
5762,213,167
5763,151,149
5764,93,491
5765,493,391
5766,317,377
5767,387,121
5768,185,105
5769,229,109
5770,229,137
5771,357,471
5772,329,279
5773,131,443
5774,243,95
5775,309,473
5776,249,303
5777,263,181
5778,95,213
5779,77,409
5780,433,315
5781,401,101
5782,393,411
5783,331,401
5784,321,177
5785,289,413
5786,497,101
5787,407,453
5788,99,499
5789,325,385
5790,93,237
5791,255,253
5792,175,395
5793,155,357
5794,163,133
5795,201,287
5796,407,453
5797,85,493
5798,261,453
5799,407,371
5800,275,83
5801,269,149
5802,119,153
5803,107,303
5804,157,361
5805,449,419
5806,485,247
5807,475,327
5808,365,163
5809,219,113
5810,499,375
5811,323,195
5812,405,485
5813,497,203
5814,265,103
5815,65,183
5816,429,247
5817,67,383
5818,147,255
5819,377,335
5820,407,229
5821,279,197
5822,67,161
5823,111,223
5824,317,191
5825,99,111
5826,457,161
5827,317,397
5828,187,95
5829,255,333
5830,117,247
5831,311,259
5832,319,63
5833,389,307
5834,449,117
5835,281,65
5836,307,353
5837,187,265
5838,477,297
5839,173,349
5840,405,469
5841,249,347
5842,245,127
5843,247,217
5844,451,171
5845,485,333
5846,301,257
5847,451,287
5848,101,69
5849,327,275
5850,295,115
5851,171,279
5852,109,399
5853,395,433
5854,235,271
5855,141,333
5856,189,479
5857,179,409
5858,347,439
5859,243,393
5860,205,457
5861,195,389
5862,377,83
5863,447,295
5864,351,253
5865,399,121
5866,459,251
5867,421,463
5868,275,327
5869,239,419
5870,249,173
5871,263,461
5872,135,409
5873,371,75
5874,181,425
5875,333,303
5876,471,329
5877,237,307
5878,65,251
5879,325,391
5880,403,247
5881,439,141
5882,231,435
5883,163,247
5884,167,413
5885,109,283
5886,209,187
5887,347,93
5888,453,223
5889,207,445
5890,103,449
5891,61,339
5892,499,405
5893,367,489
5894,327,313
5895,197,121
5896,495,233
5897,219,247
5898,403,347
5899,475,421
5900,453,431
5901,255,357
5902,297,349
5903,301,219
5904,435,469
5905,273,111
5906,327,185
5907,215,145
5908,377,289
5909,399,383
5910,317,409
5911,473,333
5912,455,433
5913,395,309
5914,481,343
5915,201,369
5916,387,445
5917,455,325
5918,123,451
5919,389,131
5920,235,267
5921,361,119
5922,265,261
5923,335,109
5924,339,273
5925,99,327
5926,147,463
5927,213,185
5928,317,357
5929,151,373
5930,205,241
5931,197,303
5932,131,327
5933,351,129
5934,317,465
5935,449,117
5936,297,147
5937,335,189
5938,441,339
5939,381,77
5940,395,243
5941,127,135
5942,443,361
5943,299,353
5944,409,453
5945,81,493
5946,279,467
5947,445,155
5948,181,473
5949,325,227
5950,99,459
5951,327,113
5952,401,447
5953,471,319
5954,257,495
5955,469,97
5956,179,281
5957,91,75
5958,167,497
5959,463,401
5960,235,397
5961,429,87
5962,491,281
5963,219,85
5964,417,363
5965,313,437
5966,325,413
5967,85,117
5968,135,467
5969,95,241
5970,285,331
5971,343,141
5972,135,335
5973,89,113
5974,113,265
5975,81,165
5976,141,373
5977,473,375
5978,375,443
5979,297,489
5980,215,327
5981,475,201
5982,249,249
5983,157,137
5984,243,377
5985,401,71
5986,319,349
5987,267,371
5988,109,471
5989,353,237
5990,329,147
5991,493,453
5992,115,109
5993,497,389
5994,171,141
5995,123,65
5996,285,273
5997,91,471
5998,415,181
5999,377,197
6000,181,425
6001,101,267
6002,153,399
6003,261,277
6004,259,397
6005,387,131
6006,273,381
6007,167,435
6008,423,241
6009,209,399
6010,313,111
6011,419,341
6012,251,349
6013,441,405
6014,455,143
6015,167,315
6016,253,471
6017,407,263
6018,241,367
6019,81,139
6020,211,333
6021,343,411
6022,385,161
6023,449,209
6024,219,155
6025,355,167
6026,333,107
6027,359,433
6028,171,267
6029,327,107
6030,207,315
6031,165,299
6032,229,255
6033,209,273
6034,177,443
6035,165,485
6036,311,417
6037,277,411
6038,219,465
6039,69,153
6040,379,423
6041,197,441
6042,133,361
6043,335,101
6044,215,119
6045,111,219
6046,129,323
6047,141,235
6048,193,209
6049,93,403
6050,395,461
6051,395,223
6052,205,295
6053,271,169
6054,169,289
6055,83,279
6056,335,203
6057,271,205
6058,69,405
6059,479,163
6060,391,73
6061,91,273
6062,477,123
6063,247,477
6064,389,133
6065,69,311
6066,447,323
6067,231,393
6068,455,361
6069,107,263
6070,77,335
6071,427,335
6072,129,139
6073,195,121
6074,243,393
6075,279,65
6076,113,103
6077,389,191
6078,159,375
6079,265,393
6080,471,467
6081,239,187
6082,327,137
6083,195,255
6084,147,397
6085,227,339
6086,363,321
6087,223,107
6088,263,155
6089,299,161
6090,495,133
6091,77,105
6092,481,173
6093,419,135
6094,483,107
6095,259,285
6096,255,129
6097,447,121
6098,287,335
6099,237,485
6100,423,137
6101,257,163
6102,255,107
6103,319,439
6104,199,283
6105,259,499
6106,433,265
6107,335,311
6108,223,157
6109,91,87
6110,97,343
6111,87,217
6112,233,95
6113,453,433
6114,245,267
6115,323,217
6116,257,463
6117,455,347
6118,411,421
6119,363,397
6120,355,169
6121,383,207
6122,271,499
6123,393,139
6124,399,135
6125,169,179
6126,147,121
6127,131,233
6128,491,235
6129,123,97
6130,153,231
6131,455,453
6132,115,263
6133,141,331
6134,495,109
6135,321,145
6136,311,381
6137,445,315
